id,genre_ids,title,language,overview,popularity,poster_path,vote_average,release_date
892153,"[16, 35, 10751, 37]",Tom and Jerry Cowboy Up!,en,"This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!",197.464,/muIaHotSaSUQr0KZCIJOYQEe7y2.jpg,6.9,2022-01-24
928999,"[37, 28]",Desperate Riders,en,"After Kansas Red rescues young Billy from a card-game shootout, the boy asks Red for help protecting his family from the outlaw Thorn, who’s just kidnapped Billy’s mother, Carol. As Red and Billy ride off to rescue Carol, they run into beautiful, tough-as-nails Leslie, who’s managed to escape Thorn’s men. The three race to stop Thorn’s wedding to Carol with guns a-blazing - but does she want to be rescued?",140.288,/7pYYGm1dWZGkbJuhcuaHD6nE6k7.jpg,6.0,2022-02-25
637693,"[16, 12, 10751, 37]",Spirit Untamed,en,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,140.268,/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg,7.4,2021-05-20
9023,"[37, 16, 12, 35, 10751, 18]",Spirit: Stallion of the Cimarron,en,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",128.517,/rXhd4p6tHlgYHqRtn1wdrA2EZwQ.jpg,7.7,2002-05-24
618162,[37],The Harder They Fall,en,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",124.74,/su9WzL7lwUZPhjH6eZByAYFx2US.jpg,6.7,2021-10-22
887767,"[37, 28, 53]",Last Shoot Out,en,"Soon after a newlywed learns that her husband had her father shot down, she flees from the Callahan ranch in fear. She's rescued by a gunman who safeguards her at a remote outpost as he staves off her husband's attempts to reclaim his bride.",82.949,/pvEtPxotI3POlVPvNxgrHJuDXfe.jpg,6.5,2021-12-03
859860,"[37, 28]",Catch the Bullet,en,"U.S. marshal Britt MacMasters returns from a mission to find his father wounded and his son kidnapped by the outlaw Jed Blake. Hot on their trail, Britt forms a posse with a gunslinging deputy and a stoic Pawnee tracker. But Jed and Britt tread dangerously close to the Red Desert’s Sioux territory.",80.504,/7PoomidF9HlMKXcAyOJ87lGkhSp.jpg,5.7,2021-09-10
68718,"[18, 37]",Django Unchained,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",71.947,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,8.2,2012-12-25
333484,"[12, 28, 37]",The Magnificent Seven,en,"Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",66.816,/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,6.4,2016-09-14
44896,"[16, 35, 10751, 37, 12]",Rango,en,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",66.793,/h9GJiKuuJ650dte0gyzLD3ILcIh.jpg,6.8,2011-03-02
