id,genre_ids,title,language,overview,popularity,poster_path,vote_average,release_date
436270,"[28, 12, 14]",Black Adam,en,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",6828.368,/3zXceNTtyj5FLjwQXuPvLYK5YYL.jpg,7.3,2022-10-19
642885,"[14, 35, 10751]",Hocus Pocus 2,en,"It's been 29 years since someone lit the Black Flame Candle and resurrected the 17th-century sisters, and they are looking for revenge. Now it's up to three high-school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",2840.455,/7ze7YNmUaX81ufctGqt0AgHxRtL.jpg,7.6,2022-09-27
960704,"[28, 12, 14]",Fullmetal Alchemist: The Final Alchemy,ja,"The Elric brothers’ long and winding journey comes to a close in this epic finale, where they must face off against an unworldly, nationwide threat.",3411.702,/AeyiuQUUs78bPkz18FY3AzNFF8b.jpg,6.4,2022-06-24
532639,"[14, 12, 10751]",Pinocchio,en,A wooden puppet embarks on a thrilling adventure to become a real boy.,2196.451,/g8sclIV4gj1TZqUpnL82hKOTK3B.jpg,6.7,2022-09-07
616037,"[14, 28, 35]",Thor: Love and Thunder,en,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",1752.995,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,6.7,2022-07-06
894205,"[28, 14, 27, 10770]",Werewolf by Night,en,"On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster.",1162.181,/jmv7EbqBuEk4V1U7OoSBaxkwawO.jpg,7.2,2022-09-25
453395,"[14, 28, 12]",Doctor Strange in the Multiverse of Madness,en,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",995.229,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,7.5,2022-05-04
585511,"[16, 12, 35, 14]",Luck,en,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",980.204,/1HOYvwGFioUFL58UVvDRG6beEDm.jpg,8.0,2022-08-05
810693,"[16, 28, 14]",Jujutsu Kaisen 0,ja,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",900.762,/3pTwMUEavTzVOh6yLN0aEwR7uSy.jpg,8.3,2021-12-24
960700,"[14, 28, 12]",Fullmetal Alchemist: The Revenge of Scar,ja,The Elric brothers meet their toughest opponent yet — a lone serial killer with a large scar on his forehead.,956.538,/c5OwwBNyJkwyroIOIJL9IiRjydR.jpg,7.0,2022-05-20
354912,"[10751, 16, 14, 10402, 35, 12]",Coco,en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",788.622,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,8.2,2017-10-27
1007401,"[16, 28, 14]",Mortal Kombat Legends: Snow Blind,en,"Hellbent on taking over Earthrealm, Kano viciously attacks town after town with the aid of three cold-blooded Black Dragon mercenaries. Those who don’t submit are annihilated but one young man won’t bend the knee to Kano: Kenshi.",776.909,/xvjCiv1xNlK1kNnoe1nul899vIp.jpg,8.0,2022-10-09
508947,"[16, 10751, 35, 14]",Turning Red,en,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",753.811,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,7.5,2022-03-01
635302,"[16, 28, 12, 14]",Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,ja,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",707.731,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,8.3,2020-10-16
19995,"[28, 12, 14, 878]",Avatar,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",690.492,/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg,7.5,2009-12-15
568124,"[16, 35, 10751, 14]",Encanto,en,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",667.787,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,7.7,2021-10-13
43641,"[16, 28, 878, 14]",Superman/Shazam!: The Return of Black Adam,en,"Chosen the world’s protector against the Seven Deadly Enemies of Man – pride, envy, greed, hatred, selfishness, laziness and injustice – young Billy Batson accepts his destiny as Captain Marvel. Battling alongside Superman against nefarious Black Adam, Billy soon discovers the challenge super heroes ultimately face: is it revenge or justice?",711.587,/3MgwChvi42N1RnhQE9A4pQVHyUY.jpg,7.3,2010-11-16
585083,"[16, 35, 10751, 14, 12]",Hotel Transylvania: Transformania,en,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",531.252,/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,7.1,2022-02-25
919355,"[14, 12, 28]",Dragon Knight,en,"Many years after the war has been lost, and all the dragons slain, a lone knight travels the lands of Agonos seeking to raise an army against the demon lord Abaddon. When a healer's vision reveals that one dragon still lives, and together with an eager young squire, the knight sets off in search of the fabled creature. As the armies of Abaddon descend on the human kingdoms, the dragon is their last hope of fending off the horde, before it lays waste to the lands of men. But does the creature even exist? And if it does, will it fight for them once more?",595.701,/zkGFADykBtfPfTv7YJooxTH52ph.jpg,7.1,2022-03-21
9479,"[14, 16, 10751]",The Nightmare Before Christmas,en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",519.879,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,7.8,1993-10-09
338953,"[14, 12, 28]",Fantastic Beasts: The Secrets of Dumbledore,en,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",541.74,/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg,6.8,2022-04-06
639933,"[28, 12, 14]",The Northman,en,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",563.501,/7om9c9ouQlFFskrraj8I1DqR3UL.jpg,7.2,2022-04-07
526896,"[28, 878, 14]",Morbius,en,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",519.435,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,6.3,2022-03-30
755566,"[28, 14, 27, 35]",Day Shift,en,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,527.183,/bI7lGR5HuYlENlp11brKUAaPHuO.jpg,6.9,2022-08-10
804413,"[35, 14]",The Munsters,en,"Lily is a typical 150-year-old lovelorn vampire who's looking for the man of her nightmares -- until she lays her eyes on Herman, a 7-foot-tall green experiment with a heart of gold. It's love at first shock as these two ghouls fall fangs over feet for each other in a Transylvanian romance. Unfortunately, it's not all smooth sailing in the cemetery as Lily's father has other plans for his beloved daughter's future, and they don't involve her new bumbling beau.",508.262,/kJaEVFhDouD72GKANMkYqzQky9n.jpg,6.2,2022-09-27
672,"[12, 14]",Harry Potter and the Chamber of Secrets,en,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",430.256,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,7.7,2002-11-13
10439,"[14, 35, 10751]",Hocus Pocus,en,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",466.569,/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,7.1,1993-07-16
671,"[12, 14]",Harry Potter and the Philosopher's Stone,en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",447.629,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,7.9,2001-11-16
3933,"[10749, 14, 16]",Corpse Bride,en,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",484.217,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,7.5,2005-09-12
674,"[12, 14, 10751]",Harry Potter and the Goblet of Fire,en,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",439.115,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,7.8,2005-11-16
877957,"[16, 18, 9648, 14, 10751]",Drifting Home,ja,"Sixth-graders Kosuke and Natsume grew up in the same apartment building as childhood friends. During summer break, while playing in the apartment building that is set to be demolished, they find themselves caught in a strange phenomenon. All they can see around them is a vast sea. Will Kosuke and the others make it back to their world? A journey of farewells in summer has just begun.",437.115,/iNf1wC8cK6e8zgNyuMUqWFT7Din.jpg,7.8,2022-09-09
843241,"[16, 14]",The Seven Deadly Sins: Cursed by Light,ja,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",446.245,/k0ThmZQl5nHe4JefC2bXjqtgYp0.jpg,7.8,2021-07-02
673,"[12, 14]",Harry Potter and the Prisoner of Azkaban,en,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",397.921,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,8.0,2004-05-31
667276,"[16, 35, 14, 12, 10751]",Legend Quest: The Origin,es,"When a human baby crosses the Eternal Mirror, the portal between the living and the death opens its path to the beings from the underworld.",423.878,/fR49hZdFJ6ZtRS23JW79VYmZgI7.jpg,8.2,2021-02-15
14836,"[16, 10751, 14]",Coraline,en,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",381.123,/gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg,7.8,2009-02-05
767,"[12, 14]",Harry Potter and the Half-Blood Prince,en,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",423.043,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,7.7,2009-07-07
779782,"[14, 28, 18]",The School for Good and Evil,en,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,354.925,/6oZeEu1GDILdwezmZ5e2xWISf1C.jpg,7.4,2022-10-19
