id,genre_ids,title,language,overview,popularity,poster_path,vote_average,release_date
884363,"[80, 18]",Togo,es,"Togo just wants to watch his neighbors' homes, wash their cars and clean up their sidewalks. But the drug traffickers want more from him.",1892.93,/vBvHFU97cmep48zbl5X85gvXCn.jpg,6.6,2022-10-05
993145,"[28, 80]",Bullet Proof,en,"The Thief  pulls off the robbery of a lifetime when he robs the psychotic drug lord, Temple. The plan goes off without a hitch until the Thief discovers a stowaway in his getaway car - Temple's pregnant wife, Mia.",1462.35,/cj6YmTAU7Jvn3w6d2NfjQzpX7Pw.jpg,5.5,2022-08-19
921360,"[28, 80, 53]",Wire Room,en,"New recruit Justin Rosa must monitor arms-smuggling cartel member Eddie Flynn — and keep him alive at all costs. When a SWAT team descends on Flynn’s home, Rosa breaks protocol and contacts the gangster directly to save his life. As gunmen break into the Wire Room and chaos erupts, Mueller and Rosa make a final, desperate stand against the corrupt agents and officials who seek to destroy evidence and kill them both.",896.753,/b9ykj4v8ykjRoGB7SpI1OuxblNU.jpg,6.9,2022-09-02
843633,"[28, 80, 53]",White Elephant,en,An ex-marine enforcer must battle his conscience and code of honor when he is forced to do things for the mob.,866.186,/lG56H40Y1BuHSPoWtEgDJsSgDBZ.jpg,6.5,2022-06-03
414906,"[80, 9648, 53]",The Batman,en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",794.524,/74xTEgt7R36Fpooo50r9T25onhq.jpg,7.7,2022-03-01
773975,"[53, 18, 80]",End of the Road,en,Recently widowed mom Brenda fights to protect her family during a harrowing road trip when a murder and a missing bag of cash plunge them into danger.,678.792,/tLFIMuPWJHlTJ6TN8HCOiSD6SdA.jpg,6.5,2022-09-09
924482,"[53, 12, 9648, 28, 80]",The Ledge,en,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way. Desperate for her safety, she begins a treacherous climb up a mountain cliff and her survival instincts are put to the test when she becomes trapped with the killers just 20 feet away.",834.406,/S99eCSnRFfeZJmDaIGIZF58H7w.jpg,6.3,2022-02-18
773867,"[28, 80, 35, 12]",Seoul Vibe,ko,"Chasing speed, dreams and money, a team of drivers get involved in the slush fund investigation of a powerful figure during the 1988 Seoul Olympics.",732.738,/txaOvJ6HURmqFbpVtJezWNWqaR4.jpg,6.8,2022-08-26
818397,"[28, 53, 80]",Memory,en,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",580.681,/QaNLpq3Wuu2yp5ESsXYcQCOpUk.jpg,7.2,2022-04-28
927341,"[27, 53, 28, 12, 80, 9648, 18, 10752]",Hunting Ava Bravo,en,"Billionaire sportsman Buddy King unwinds by hunting human captives on his remote mountain estate. But his latest victim, Ava Bravo is no easy target.",531.247,/etc6HKBEhNySNnYU2nRgbSeIyoW.jpg,6.5,2022-04-01
