id,genre_ids,title,language,overview,popularity,poster_path,vote_average,release_date
575322,[878],Project Gemini,en,"After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait.",3306.522,/aVLV38txajXhEy2qNEClPIsDbAH.jpg,5.5,2022-01-06
791155,"[878, 12, 28]",Secret Headquarters,en,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",2677.799,/8PsHogUfvjWPGdWAI5uslDhHDx7.jpg,6.8,2022-08-12
886396,"[16, 28, 878]",Batman and Superman: Battle of the Super Sons,en,"After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro.",1821.674,/nBaVsNvUxIuvhPw3xTaAJIw8me4.jpg,8.2,2022-10-17
870096,"[878, 27, 28]",Restart The Earth,zh,"When a drug to replicate plant cells creates a sentient form of flower, the planet is over taken by flora and humankind is depleted. A Chinese task force, a widowed father and his young daughter fight to survive in a mission to inject an antidote to the core of the plants to reverse their growth.",1618.07,/kl80N1g69v9QXe1wvkFza31WhD4.jpg,6.8,2021-09-03
507086,"[12, 28, 878]",Jurassic World Dominion,en,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history’s most fearsome creatures.",1574.006,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,7.0,2022-06-01
766507,"[53, 28, 878]",Prey,en,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",1625.829,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,7.9,2022-08-02
610150,"[16, 878, 28]",Dragon Ball Super: Super Hero,ja,"The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",1400.944,/rugyJdeoJm7cSJL1q4jBpTNbxyU.jpg,8.0,2022-06-11
539681,"[16, 28, 10751, 35, 878]",DC League of Super-Pets,en,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",1448.857,/r7XifzvtezNt31ypvsmb6Oqxw49.jpg,7.5,2022-07-27
634649,"[28, 12, 878]",Spider-Man: No Way Home,en,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",1206.319,/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,8.0,2021-12-15
629176,"[28, 18, 878]",Samaritan,en,"Thirteen year old Sam Cleary  suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 20 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",1282.329,/vwq5iboxYoaSpOmEQrhq9tHicq7.jpg,6.9,2022-08-25
718789,"[16, 28, 12, 10751, 878]",Lightyear,en,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,903.525,/65WFr1ZMAbEniIh4jEhbRG9OHHN.jpg,7.2,2022-06-15
19995,"[28, 12, 14, 878]",Avatar,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",690.492,/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg,7.5,2009-12-15
43641,"[16, 28, 878, 14]",Superman/Shazam!: The Return of Black Adam,en,"Chosen the world’s protector against the Seven Deadly Enemies of Man – pride, envy, greed, hatred, selfishness, laziness and injustice – young Billy Batson accepts his destiny as Captain Marvel. Battling alongside Superman against nefarious Black Adam, Billy soon discovers the challenge super heroes ultimately face: is it revenge or justice?",711.587,/3MgwChvi42N1RnhQE9A4pQVHyUY.jpg,7.3,2010-11-16
762504,"[27, 9648, 878, 53]",Nope,en,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",757.943,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,7.0,2022-07-20
768744,"[16, 28, 12, 878]",My Hero Academia: World Heroes' Mission,ja,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-class selected hero team. It’s up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",550.759,/AsTlA7dj2ySGY1pzGSD0MoHFhEF.jpg,7.6,2021-08-06
76600,"[878, 28, 12]",Avatar: The Way of Water,en,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",561.194,/1yppMeTNQwDrzaUH4dRCx4mr8We.jpg,0.0,2022-12-14
580489,"[878, 28, 12]",Venom: Let There Be Carnage,en,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",514.465,/rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg,6.9,2021-09-30
782054,"[16, 878, 12]",Doraemon: Nobita's Little Star Wars 2021,ja,"One day during summer vacation, a palm-sized alien named Papi appears from a small rocket that Nobita picks up. He is the president of Pirika, a small planet in outer space, and has come to Earth to escape the rebels. Doraemon and his friends are puzzled by Papi’s small size, but as they play together using the secret tool “Small Light”, they gradually become friends. However, a whale-shaped space battleship comes to earth and attacks Doraemon, Nobita and the others in order to capture Papi. Feeling responsible for getting everyone involved, Papi tries to stand up to the rebels. Doraemon and his friends leave for the planet Pirika to protect their dear friend and his home.",550.434,/48gKZioIDeUOI0afbYv3kh9u9RQ.jpg,5.6,2022-03-04
