id,genre_ids,title,language,overview,popularity,poster_path,vote_average,release_date
616820,"[27, 53]",Halloween Ends,en,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",5207.887,/3uDwqxbr0j34rJVJMOW6o8Upw5W.jpg,6.7,2022-10-12
717728,"[27, 53, 9648]",Jeepers Creepers: Reborn,en,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",6675.288,/aGBuiirBIQ7o64FmJxO53eYDuro.jpg,5.8,2022-09-15
760161,"[27, 53]",Orphan: First Kill,en,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",3787.394,/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg,6.8,2022-07-27
1024530,[27],Grimcutty,en,A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,2588.64,/qvg75YJMfbHeDNirUrrgBMQImRn.jpg,5.8,2022-10-10
663712,"[27, 53]",Terrifier 2,en,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",1683.938,/yB8BMtvzHlMmRT1WmTQnGv1bcOK.jpg,7.2,2022-10-06
870096,"[878, 27, 28]",Restart The Earth,zh,"When a drug to replicate plant cells creates a sentient form of flower, the planet is over taken by flora and humankind is depleted. A Chinese task force, a widowed father and his young daughter fight to survive in a mission to inject an antidote to the core of the plants to reverse their growth.",1618.07,/kl80N1g69v9QXe1wvkFza31WhD4.jpg,6.8,2021-09-03
760741,"[53, 12, 27]",Beast,en,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",1935.819,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,7.0,2022-08-11
882598,"[27, 9648, 53]",Smile,en,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",1438.681,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,6.8,2022-09-23
894205,"[28, 14, 27, 10770]",Werewolf by Night,en,"On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster.",1162.181,/jmv7EbqBuEk4V1U7OoSBaxkwawO.jpg,7.2,2022-09-25
1023086,[27],Devil's Workshop,en,"Desperate for a role as a demonologist, struggling actor Clayton contacts Eliza, an expert in devil lore, to help him prepare. As he spends the weekend at her home, Eliza forces Clayton to confront his troubling past, perform dark rituals, and sacrifice a goat. Does she want to help Clayton, seduce him—or destroy him?",1220.281,/fJQr6E6tUwihQuQgTSDUkKsrVZA.jpg,6.2,2022-09-30
420634,"[27, 53]",Terrifier,en,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",1307.49,/6PQqC4SbY910VvyVad6mvsboILU.jpg,6.5,2016-10-15
756999,"[27, 53]",The Black Phone,en,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",1210.266,/lr11mCT85T1JanlgjMuhs9nMht4.jpg,7.9,2022-06-22
864959,"[12, 35, 27, 10751]",The Curse of Bridge Hollow,en,A Halloween-hating dad reluctantly teams up with his teenage daughter when an evil spirit wreaks havoc by making their town's decorations come to life.,1216.263,/t6P9l6tcVnWLS1ADUAfkUCGQhm0.jpg,7.1,2022-10-14
999722,[27],Old People,de,A woman who's returned home with her two kids to attend her sister's wedding must suddenly defend their lives against older people on a killing spree.,940.45,/nSguJmHeYv6cwTljOZduPJDTweS.jpg,6.0,2022-10-07
723419,"[53, 18, 27]",Mr. Harrigan's Phone,en,"Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away the boy discovers that not everything dead is gone.",853.138,/gPn9e8eP7TeKQU4IeWAMzOajR40.jpg,6.7,2022-10-05
848058,"[18, 53, 27]",Piggy,es,A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.,957.863,/pIFeu5gF7ofAxI9NqrWbJAjjKn6.jpg,7.1,2022-10-07
772450,[27],Presences,es,"A man who loses his wife and goes to seclude himself in a cabin in the woods, where strange things happen.",841.729,/dgDT3uol3mdvwEg0jt1ble3l9hw.jpg,7.0,2022-09-07
86328,[27],Terrifier,en,"After witnessing a brutal murder on Halloween night, a young woman becomes the next target of a maniacal entity.",892.585,/gb6rq2nD0jRrN0dCzigg2MxXNsB.jpg,6.5,2011-08-09
762504,"[27, 9648, 878, 53]",Nope,en,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",757.943,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,7.0,2022-07-20
831410,"[53, 27, 35, 10770]",Bring It On: Cheer or Die,en,"When a cheer squad practices their routines on Halloween weekend in an abandoned school, they are picked off one by one by an unknown killer.",661.654,/ciRq9QUBpFWNsFKs2opG5tP157.jpg,6.5,2022-09-27
801071,[27],The Jack in the Box: Awakening,en,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",765.842,/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,6.4,2022-02-24
760104,"[27, 9648, 53]",X,en,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",514.09,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,6.8,2022-03-17
1014226,"[53, 27]",Sonríe,es,,674.334,/wHowKf77gNZbVo9yu5ggiNBFCdJ.jpg,1.0,2022-08-18
836225,[27],The Exorcism of God,en,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",625.395,/9X9wKbF0ED1AQpgIkvq0MG4Y4wi.jpg,7.3,2022-03-11
927341,"[27, 53, 28, 12, 80, 9648, 18, 10752]",Hunting Ava Bravo,en,"Billionaire sportsman Buddy King unwinds by hunting human captives on his remote mountain estate. But his latest victim, Ava Bravo is no easy target.",531.247,/etc6HKBEhNySNnYU2nRgbSeIyoW.jpg,6.5,2022-04-01
755566,"[28, 14, 27, 35]",Day Shift,en,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,527.183,/bI7lGR5HuYlENlp11brKUAaPHuO.jpg,6.9,2022-08-10
816952,"[27, 35]",My Best Friend's Exorcism,en,"The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?",533.928,/yIXICkqthsqbNtvtEd6rpIt3cT4.jpg,6.1,2022-09-29
