id,genre_ids,title,language,overview,popularity,poster_path,vote_average,release_date
928123,"[10752, 36, 28, 18]",The Battle at Lake Changjin II,zh,"In the follow-up to ""The Battle At Lake Changjin"", brothers Wu Qianli and Wu Wanli undertake a new task for the People's Volunteer Army, defending a bridge part of the American troops' escape route from the Korean War.",2916.295,/ugiL6wIhl1OfPyv1gqLkTe45jLl.jpg,6.3,2022-02-01
714888,"[18, 36]","Argentina, 1985",es,"Argentina, 1985 is inspired by the true story of Julio Strassera, Luis Moreno Ocampo and their young legal team of unlikely heroes in their David-vs-Goliath battle in which, under constant threat, they dared to prosecute Argentina’s bloodiest military dictatorship against all odds and in a race against time to bring justice to the victims of the Military Junta.",517.822,/nmh7vD2eDVRqFJoCpEzVcfGcPPf.jpg,8.1,2022-09-29
324786,"[18, 36, 10752]",Hacksaw Ridge,en,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",325.384,/fTuxNlgEm04PPFkr1xfK94Jn8BW.jpg,8.2,2016-10-07
724495,"[28, 18, 36]",The Woman King,en,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",371.729,/438QXt1E3WJWb3PqNniK0tAE5c1.jpg,7.4,2022-09-15
445040,"[18, 36, 80]",My Friend Dahmer,en,"Jeffrey Dahmer struggles with a difficult family life as a young boy. During his teenage years he slowly transforms, edging closer to the serial killer he was to become.",218.812,/c6HoPIBcRv9l2tPB8hbivq71Nw.jpg,6.6,2017-11-03
614934,"[18, 36, 10402]",Elvis,en,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",204.791,/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg,7.8,2022-06-22
589761,"[18, 36, 12, 28, 14, 9648]",Chernobyl: Abyss,ru,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.,226.342,/AmJLuHjxPdIJO6vmymeWADG6jK5.jpg,6.2,2021-04-15
588108,"[36, 28, 18, 10752]",Hansan: Rising Dragon,ko,"In 1592, admiral Yi Sun-sin and his fleet face off against the might of the invading Japanese navy and its formidable warships. As the Korean forces fall into crisis, the admiral resorts to using his secret weapon, the dragon head ships known as geobukseon, in order to change the tide of this epic battle at sea.",223.364,/erKuvxvfdkUU1nu9cSNGEfGfy4A.jpg,6.8,2022-07-27
698508,"[10749, 18, 36]",Redeeming Love,en,A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.,164.87,/pDc2HxQtC0MlKD4QfRvmKREEyhc.jpg,7.9,2022-01-21
14574,"[10752, 18, 36]",The Boy in the Striped Pyjamas,en,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",143.665,/2C8QCXdMlojTxZjfBlINr4FWcb6.jpg,7.9,2008-05-07
637462,"[16, 28, 12, 36, 18, 14]",Fate/Grand Order: The Movie – Divine Realm of the Round Table: Camelot – Paladin; Agateram,ja,"Part two of Fate/Grand Order: Shinsei Entaku Ryouiki Camelot - Wandering; Agateram; an adaptation of the the Sixth Holy Grail War, The Sacred Round Table Realm Camelot Singularity of Fate/Grand Order.",164.939,/80agkgUWhjMn72ixSkX8BgUbzdI.jpg,6.4,2021-05-15
910365,"[18, 36, 10770]",The Conference,de,"On January 20, 1942, the Wannsee Conference takes place in Berlin, a meeting that had only one item on the agenda: The Final Solution, the organization of the systematic mass murder of eleven million European Jews.",158.869,/55IkZ0dU8JA4400NA5c4YbM51lF.jpg,6.9,2022-05-06
885110,"[10752, 36, 18]",Amina,en,"In 16th-century Zazzau, now Zaria, Nigeria, Amina must utilize her military skills and tactics to defend her family's kingdom. Based on a true story.",159.35,/hMIQiwLpBfTfe3ZbRlNx4225Mgg.jpg,6.5,2021-11-04
617653,"[28, 18, 36]",The Last Duel,en,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",117.206,/zjrJE0fpzPvX8saJXj8VNfcjBoU.jpg,7.5,2021-10-13
1579,"[28, 18, 53, 36]",Apocalypto,en,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",89.934,/cBFQsU1LDBEOl0Ik0cygeB6wCLE.jpg,7.5,2006-12-07
28005,"[18, 36, 10749]",Kama Sutra: A Tale of Love,en,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",71.098,/dwbLcEPIjVISly6DW8GLX8vsZlE.jpg,5.7,1996-09-11
381284,"[18, 36]",Hidden Figures,en,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",101.371,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,8.1,2016-12-10
424694,"[10402, 18, 36]",Bohemian Rhapsody,en,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",98.194,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,8.0,2018-10-24
424,"[18, 36, 10752]",Schindler's List,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,74.021,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,8.6,1993-12-15
300671,"[10752, 28, 36, 18]",13 Hours: The Secret Soldiers of Benghazi,en,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,93.526,/4qnEeVPM8Yn5dIVC4k4yyjrUXeR.jpg,7.3,2016-01-14
359724,"[18, 28, 36]",Ford v Ferrari,en,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",77.174,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,8.0,2019-11-13
652,"[12, 36, 10752, 28]",Troy,en,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",70.842,/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg,7.1,2004-05-03
614917,"[18, 36]",King Richard,en,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",64.672,/2dfujXrxePtYJPiPHj1HkAFQvpu.jpg,7.8,2021-11-18
277216,"[18, 10402, 36]",Straight Outta Compton,en,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",64.478,/9B63hMwU6iICtNDTISCaZQ5US7R.jpg,7.8,2015-08-11
476968,"[18, 36]","Paul, Apostle of Christ",en,"Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",75.673,/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg,7.5,2018-03-23
857,"[18, 36, 10752]",Saving Private Ryan,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",64.584,/1wY4psJ5NVEhCuOYROwLH2XExM2.jpg,8.2,1998-07-24
6844,"[18, 36]",The Ten Commandments,en,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",64.346,/3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,7.8,1956-10-05
1017619,"[99, 36, 10770]",13:14: The Challenge of Helping,es,"On September 19, 2017, at 1:14 p.m., an earthquake devastated Mexico City and its environs. Immediately, citizens mobilized to help, including the actor and youtuber Juanpa Zurita who quickly organized a group of friends that included singers, actors, content creators and other celebrities from the world of entertainment who helped him raise funds for the reconstruction of the city.",69.936,/5dwR8Qj1uKXYfJAekOfctuiJzAz.jpg,5.0,2022-09-16
407439,"[18, 36]",Mary Magdalene,en,"In the first century, free-spirited Mary Magdalene flees the marriage her family has arranged for her, finding refuge and a sense of purpose in a radical new movement led by the charismatic, rabble-rousing preacher named Jesus.",60.139,/oLbqnVAmD8ISel1SLTY3Ek0TWz8.jpg,6.3,2018-03-15
205596,"[36, 18, 53, 10752]",The Imitation Game,en,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",48.92,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,8.0,2014-11-14
522241,"[53, 36, 18, 28]",The Courier,en,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,64.642,/zFIjKtZrzhmc7HecdFXXjsLR2Ig.jpg,7.1,2021-03-18
522162,"[10752, 36, 28, 18]",Midway,en,"The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.",47.641,/hj8pyoNnynGeJTAbl7jcLZO8Uhx.jpg,7.2,2019-11-06
644495,"[18, 80, 36]",House of Gucci,en,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",64.176,/oJCQjD2byiVF1EG408F9dBn9ndU.jpg,6.7,2021-11-24
530915,"[10752, 18, 28, 53, 36]",1917,en,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",69.392,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,8.0,2019-12-25
339259,"[10752, 28, 36, 53]",The Man with the Iron Heart,en,"With the Third Reich at its peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhardt Heydrich, head of the SS, the Gestapo and the architect of the Final Solution.",47.723,/ZVQfCY2DgCjrm8w2saXvT8Ao3B.jpg,6.6,2017-05-25
197,"[28, 18, 36, 10752]",Braveheart,en,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",49.822,/or1gBugydmjToAEq7OZY0owwFk.jpg,7.9,1995-03-14
551271,"[36, 18, 28]",Medieval,en,The story of 14th century Czech icon and warlord Jan Zizka who defeated armies of the Teutonic Order and the Holy Roman Empire.,44.627,/4njdAkiBdC5LnFApeXSkFQ78GdT.jpg,6.7,2022-09-08
591120,"[28, 12, 35, 36]",The Pirates: The Last Royal Treasure,ko,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.",59.178,/d5oMUBCuDntOJBOertQ7aTSAGmP.jpg,6.7,2022-01-26
508935,"[10752, 36, 18, 28]",The Eight Hundred,zh,"In 1937, eight hundred Chinese soldiers fight under siege from a warehouse in the middle of the Shanghai battlefield, completely surrounded by the Japanese army.",61.178,/drMA2gJ6DcaxzULsfAuJQghLa66.jpg,7.0,2020-08-14
502581,"[18, 36]",Nothing to Lose,pt,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",62.421,/1Qk9eD3ZqmJ7V8bB28H7gUd1FPg.jpg,5.5,2018-03-29
676,"[28, 10752, 36, 10749, 18]",Pearl Harbor,en,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",69.088,/y8A0Cvp8WQmZ3bjbnsL53lY0dsC.jpg,6.9,2001-05-21
429351,"[10752, 18, 28, 36]",12 Strong,en,A team of special forces head into Afghanistan in the aftermath of the September 11th attacks in an attempt to dismantle the Taliban.,56.322,/j18021qCeRi3yUBtqd2UFj1c0RQ.jpg,6.2,2018-01-16
16052,"[10402, 18, 36]",Selena,en,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",40.486,/j8xX3yBAFOayfSaImgLZPnAcdWz.jpg,7.8,1997-03-21
