id,genre_ids,title,language,overview,popularity,poster_path,vote_average,release_date
616820,"[27, 53]",Halloween Ends,en,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",5207.887,/3uDwqxbr0j34rJVJMOW6o8Upw5W.jpg,6.7,2022-10-12
717728,"[27, 53, 9648]",Jeepers Creepers: Reborn,en,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",6675.288,/aGBuiirBIQ7o64FmJxO53eYDuro.jpg,5.8,2022-09-15
985939,[53],Fall,en,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",3311.749,/spCAxD99U1A6jsiePFoqdEcY0dG.jpg,7.3,2022-08-11
760161,"[27, 53]",Orphan: First Kill,en,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",3787.394,/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg,6.8,2022-07-27
916605,"[53, 9648]",The Infernal Machine,en,"Reclusive and controversial author Bruce Cogburn is drawn out of hiding by an obsessive fan, forcing the novelist to confront a past that he thought he could escape, and to account for events set in motion by his bestseller decades earlier. Cogburn's search for who is behind the manipulation and mental torment he encounters leads to an emotional roller-coaster ride full of fear and danger, where things are not always as clear as they seem to be, and where past deeds can have dire consequences.",2690.371,/bSqpOGzaKBdGkBLmcm1JJIVryYy.jpg,7.0,2022-09-23
718930,"[28, 35, 53]",Bullet Train,en,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",3209.601,/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg,7.5,2022-07-03
852046,"[18, 28, 53]",Athena,fr,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",2929.919,/fenNPxVF5ERy0CSyVruuEg959Hg.jpg,6.6,2022-09-09
759507,"[28, 12, 53]",Blackout,en,"A man wakes in a hospital with no memory, and quickly finds himself on the run in a locked down hospital with the Cartel on his tail.",2482.238,/xDgnmbdWS59NtTPdzujdZGuPUPZ.jpg,5.7,2022-10-12
663712,"[27, 53]",Terrifier 2,en,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",1683.938,/yB8BMtvzHlMmRT1WmTQnGv1bcOK.jpg,7.2,2022-10-06
429473,"[28, 53, 18]",Lou,en,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,1937.785,/djM2s4wSaATn4jVB33cV05PEbV7.jpg,6.6,2022-09-23
760741,"[53, 12, 27]",Beast,en,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",1935.819,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,7.0,2022-08-11
882598,"[27, 9648, 53]",Smile,en,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",1438.681,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,6.8,2022-09-23
766507,"[53, 28, 878]",Prey,en,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",1625.829,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,7.9,2022-08-02
420634,"[27, 53]",Terrifier,en,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",1307.49,/6PQqC4SbY910VvyVad6mvsboILU.jpg,6.5,2016-10-15
756999,"[27, 53]",The Black Phone,en,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",1210.266,/lr11mCT85T1JanlgjMuhs9nMht4.jpg,7.9,2022-06-22
999205,"[53, 28]",Stowaway,en,"A tenacious party girl fights to survive after three thieves commandeer her luxury yacht. Unable to escape and trapped on the yacht at high seas, the prey becomes the hunter as she turns the tables on the intruders and takes matters into her own hands.",1002.887,/1RmugOkBFU5eXu1dbr1zdxChLfQ.jpg,6.8,2022-08-31
723419,"[53, 18, 27]",Mr. Harrigan's Phone,en,"Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away the boy discovers that not everything dead is gone.",853.138,/gPn9e8eP7TeKQU4IeWAMzOajR40.jpg,6.7,2022-10-05
921360,"[28, 80, 53]",Wire Room,en,"New recruit Justin Rosa must monitor arms-smuggling cartel member Eddie Flynn — and keep him alive at all costs. When a SWAT team descends on Flynn’s home, Rosa breaks protocol and contacts the gangster directly to save his life. As gunmen break into the Wire Room and chaos erupts, Mueller and Rosa make a final, desperate stand against the corrupt agents and officials who seek to destroy evidence and kill them both.",896.753,/b9ykj4v8ykjRoGB7SpI1OuxblNU.jpg,6.9,2022-09-02
848058,"[18, 53, 27]",Piggy,es,A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.,957.863,/pIFeu5gF7ofAxI9NqrWbJAjjKn6.jpg,7.1,2022-10-07
843633,"[28, 80, 53]",White Elephant,en,An ex-marine enforcer must battle his conscience and code of honor when he is forced to do things for the mob.,866.186,/lG56H40Y1BuHSPoWtEgDJsSgDBZ.jpg,6.5,2022-06-03
414906,"[80, 9648, 53]",The Batman,en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",794.524,/74xTEgt7R36Fpooo50r9T25onhq.jpg,7.7,2022-03-01
773975,"[53, 18, 80]",End of the Road,en,Recently widowed mom Brenda fights to protect her family during a harrowing road trip when a murder and a missing bag of cash plunge them into danger.,678.792,/tLFIMuPWJHlTJ6TN8HCOiSD6SdA.jpg,6.5,2022-09-09
924482,"[53, 12, 9648, 28, 80]",The Ledge,en,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way. Desperate for her safety, she begins a treacherous climb up a mountain cliff and her survival instincts are put to the test when she becomes trapped with the killers just 20 feet away.",834.406,/S99eCSnRFfeZJmDaIGIZF58H7w.jpg,6.3,2022-02-18
762504,"[27, 9648, 878, 53]",Nope,en,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",757.943,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,7.0,2022-07-20
